Competitive Bid Service Area ID,Competitive Bid Service Area Name,Company Name,DBA Name,Address,Address 2,City,State,Zip,Zip Plus 4,Phone,Toll-Free Telephone,Product Category Name,Competitive Bid
,,NORTH CENTRAL MEDICAL SUPPLY INC,NORTH CENTRAL MEDICAL SUPPLY INC,314 CHARLES ST,,BRAINERD,MN,56401,,(218)825-7331,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,5 WESTCHESTER PLZ,,ELMSFORD,NY,10523,,(914)592-1410,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1074 PULASKI ST 1,,RIVERHEAD,NY,11901,,(631)727-5490,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,265 EXECUTIVE DR,,PLAINVIEW,NY,11803,,(631)727-5490,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1250 SCOTTSVILLE RD 80,,ROCHESTER,NY,14624,,(585)436-4910,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,254 WISNER AVE A,,MIDDLETOWN,NY,10940,,(845)342-0797,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,6103E MOLLOY RD,,EAST SYRACUSE,NY,13057,,(315)463-5217,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,8427 NE CORNELL RD,STE 600,HILLSBORO,OR,97124,,(503)716-1184,,Automatic External Defibrillators (AEDS),N
,,DUSARA CORPORATION,UNIVERSALMED SUPPLY,1329 W WALNUT HILL LN,STE 100,IRVING,TX,75038,,(972)228-1820,,Automatic External Defibrillators (AEDS),N
,,STATE MEDICAL EQUIPMENT LIMITED LIABILITY COMPANY,STATE MEDICAL EQUIPMENT LIMITED LIA,3950 E SUNSET RD,STE 112,LAS VEGAS,NV,89120,,(702)538-9555,,Automatic External Defibrillators (AEDS),N
,,ADVANTAGE HEALTHCARE INC.,ADVANTAGE HEALTHCARE INC,2280 SW 70TH AVE,STE 3,DAVIE,FL,33317,,(954)925-2880,,Automatic External Defibrillators (AEDS),N
,,AVSV PHARMACY INC.,AVSV PHARMACY INC./MORRIS HEIGHTS P,64 W BURNSIDE AVE,,BRONX,NY,10453,,(718)960-4370,,Automatic External Defibrillators (AEDS),N
,,"AMES MED EQUIP,INC",ALLIANCE MEDICAL SUPPLY & RENTAL,301 N JACKSON AVE,STE 7A,SAN JOSE,CA,95133,,(408)942-9000,,Automatic External Defibrillators (AEDS),N
,,WHITE COUNTY MEDICAL CENTER,WHITE COUNTY MEDICAL CENTER,2505 W BEEBE CAPPS EXPY,STE 102,SEARCY,AR,72143,,(501)380-4570,,Automatic External Defibrillators (AEDS),N
,,EXCELLENT MEDICAL AND SCHOOL SUPPLIES LLC,EXCELLENT MEDICAL & SCHOOL SUPPLIES,17 W LANDIS AVE,,VINELAND,NJ,8360,,(856)213-6756,,Automatic External Defibrillators (AEDS),N
,,BORO PARK PHARMACY CORP.,BORO PARK PHARMACY CORP,5600 NEW UTRECHT AVE,,BROOKLYN,NY,11219,,(718)480-0700,,Automatic External Defibrillators (AEDS),N
,,MAHANT PHARMACY INC,MAHANT PHARMACY INC,1550 SE FLORESTA DR,,PORT ST LUCIE,FL,34983,,(772)340-4142,,Automatic External Defibrillators (AEDS),N
,,SHRI GOVIND LLC,FLAGLER PHARMACY,200 MOODY BLVD,,FLAGLER BEACH,FL,32136,,(386)777-0777,,Automatic External Defibrillators (AEDS),N
,,CLIFTON DRUGS LLC,POD PHARMACY,859 CLIFTON AVE,,CLIFTON,NJ,7013,,(973)685-7900,,Automatic External Defibrillators (AEDS),N
,,BEST AMERICAN MEDICAL SUPPLIES LLC,BEST AMERICAN MEDICAL SUPPLIES LLC,1100 NAVAHO DR,STE 121,RALEIGH,NC,27609,,(919)896-7222,,Automatic External Defibrillators (AEDS),N
,,GARNER 5TH AVENUE PHARMACY INC,GARNER 5TH AVENUE PHARMACY INC,1315 5TH AVE,,GARNER,NC,27529,,(919)747-9482,,Automatic External Defibrillators (AEDS),N
,,VITALUS AIRWAY LLC,VITALUS AIRWAY LLC,10019 MAIN ST,STE A9-A,HOUSTON,TX,77025,,(281)968-2300,,Automatic External Defibrillators (AEDS),N
,,ABLEMED SUPPLY,SHOPPES OF SAVANNAH,11 GATEWAY BLVD S,STE 13,SAVANNAH,GA,31419,,(912)344-4675,,Automatic External Defibrillators (AEDS),N
,,STEEL CITY MEDICAL SUPPLIES,STEEL CITY MEDICAL SUPPLIES,5900 ROCHE DR,STE 315,COLUMBUS,OH,43229,,(614)406-1980,,Automatic External Defibrillators (AEDS),N
,,"MESA, LLC",MESA,2603 BLOOMINGTON AVE,,MINNEAPOLIS,MN,55407,,(612)501-5009,,Automatic External Defibrillators (AEDS),N
,,STINES APOTHECARY,STINE'S APOTHECARY,1419 W NJ-38,,HAINESPORT,NJ,8036,,(609)261-9919,,Automatic External Defibrillators (AEDS),N
,,"WILLEY PHARMACY, LLC","WILLEY PHARMACY, LLC",3625 WRANGLE HILL RD,,BEAR,DE,19701,,(302)353-1050,,Automatic External Defibrillators (AEDS),N
,,WHIDBEY MEDICAL EQUIPMENT SUPPLY LLC,WHIDBEY MEDICAL EQUIPMENT SUPPLY,1705 MAIN ST,,FREELAND,WA,98249,,(360)331-6145,,Automatic External Defibrillators (AEDS),N
,,ZEE CARE INC,ZEE CARE INC,873 ROUTE 45,STE 205,NEW CITY,NY,10956,,(877)263-2631,,Automatic External Defibrillators (AEDS),N
,,NOB HILL GENERAL STORE INC,NOB HILL PHARMACY #628,270 REDWOOD SHORES PKWY,,REDWOOD CITY,CA,94065,,(650)631-1685,,Automatic External Defibrillators (AEDS),N
,,NOB HILL GENERAL STORE INC,NOB HILL PHARMACY #602,777 FIRST STREET,,GILROY,CA,95020,,(408)847-6777,,Automatic External Defibrillators (AEDS),N
,,NOB HILL GENERAL STORE INC,NOB HILL #607,1320 S MAIN ST,,SALINAS,CA,93901,,(831)759-2163,,Automatic External Defibrillators (AEDS),N
,,NOB HILL GENERAL STORE INC,NOB HILL PHARMACY #635,6061 SNELL AVE,,SAN JOSE,CA,95123,,(408)224-6200,,Automatic External Defibrillators (AEDS),N
,,KENNETH SAMUEL GLOVER II,KEN GLOVER DRUG,27 MIDWAY PLAZA,,DORA,AL,35062,,(205)648-9918,,Automatic External Defibrillators (AEDS),N
,,AMERICAN MEDICAL PRODUCTS,AMERICAN MEDICAL PRODUCTS,857 TRISTAR DR,STE A,WEBSTER,TX,77598,,(281)286-2224,,Automatic External Defibrillators (AEDS),N
,,"ADVANCED CARE HOME MEDICAL & OXYGEN, INC.",ADVANCED CARE HOME MEDICAL & OXYGEN,6182 S STRATLER STREET,,MURRAY,UT,84107,,(801)859-6994,,Automatic External Defibrillators (AEDS),N
,,"NIELSEN AND CYMENT, INC.","NIELSEN AND CYMENT, INC",2403 W HUNTINGTON DR,STE 100,TEMPE,AZ,85282,,(480)675-9122,,Automatic External Defibrillators (AEDS),N
,,DOC BROWNS INC,DOC BROWNS INC,2093 WANTAGH AVE,,WANTAGH,NY,11793,,(516)781-7332,,Automatic External Defibrillators (AEDS),N
,,BEL AIR MARKET INC,BEL AIR 514,7465 RUSH RIVER DR,,SACRAMENTO,CA,95831,,(916)399-9060,,Automatic External Defibrillators (AEDS),N
,,BEL AIR MARKET INC,BEL AIR PHARMACY #515,3510 PALMER DR,,CAMERON PARK,CA,95682,,(530)676-4833,,Automatic External Defibrillators (AEDS),N
,,BEL AIR MARKET INC,BEL AIR #521,1286 STABLER LN,,YUBA CITY,CA,95993,,(530)755-9917,,Automatic External Defibrillators (AEDS),N
,,BEL AIR MARKET INC,BEL AIR MARKET INC #502,4320 ARDEN WAY,,SACRAMENTO,CA,95864,,(916)972-7028,,Automatic External Defibrillators (AEDS),N
,,BEL AIR MARKET INC,BEL AIR #516,5100 LAGUNA BLVD,,ELK GROVE,CA,95758,,(916)684-7007,,Automatic External Defibrillators (AEDS),N
,,BEL AIR MARKET INC,BEL AIR #523,8425 ELK GROVE FLORIN RD,,ELK GROVE,CA,95624,,(916)681-5790,,Automatic External Defibrillators (AEDS),N
,,BEL AIR MARKET INC,BEL AIR #510,1540 W EL CAMINO AVE,,SACRAMENTO,CA,95833,,(916)920-3558,,Automatic External Defibrillators (AEDS),N
,,BEL AIR MARKET INC,BEL AIR PHARMACY #512,4008 FOOTHILLS BLVD,,ROSEVILLE,CA,95747,,(916)783-1174,,Automatic External Defibrillators (AEDS),N
,,BEL AIR MARKET INC,BEL AIR 519,7901 WALERGA RD,,ANTELOPE,CA,95843,,(916)725-6940,,Automatic External Defibrillators (AEDS),N
,,BEL AIR MARKET INC,BEL AIR MARKET INC #528,3250 ARENA BLVD,,SACRAMENTO,CA,95834,,(916)419-4442,,Automatic External Defibrillators (AEDS),N
,,SAINT ELIZABETH REGIONAL MEDICAL CENTER,SAINT ELIZABETH HOME MEDICAL EQUIPM,EAST PARK PLAZA,"200 NORTH 66TH ST, SUITE 17",LINCOLN,NE,68505,,(402)464-8755,,Automatic External Defibrillators (AEDS),N
,,"ORTHO-TEC MEDICAL, INC.",ORTHO TEC MEDICAL INC,15 GORE RD,,WEBSTER,MA,1570,,(888)616-9811,,Automatic External Defibrillators (AEDS),N
,,"U.S. MEDICAL EQUIPMENT, INC.",US MEDICAL EQUIPMENT INC,36967 AMRHEIN RD,,LIVONIA,MI,48150,,(734)425-0001,,Automatic External Defibrillators (AEDS),N
,,PHYSICAL THERAPY SERVICES INC,PUERTO RICO PROSTHETICS,ATENAS MEDICAL & SHOPPING CENTER,URB ATENAS SUITE 4 & 6,MANATI,PR,674,,(787)854-5055,,Automatic External Defibrillators (AEDS),N
,,PHYSICAL THERAPY SERVICES INC,PUERTO RICO PROSTHETICS PHYSICAL TH,965 AVE AMERICO MIRANDA,,SAN JUAN,PR,921,,(787)756-6868,,Automatic External Defibrillators (AEDS),N
,,"TRINITY HEALTHCARE OF WINSTON SALEM, INC.",TRINITY HEALTHCARE OF WINSTON-SALEM,572 PEACHTREE PKWY,STE 3,CUMMING,GA,30041,,(678)648-4845,,Automatic External Defibrillators (AEDS),N
,,"ADVANCE MEDICAL EQUIPMENT, INC.","ADVANCE MEDICAL EQUIPMENT, INC.",1930 S FAIRFIELD AVE,,CHICAGO,IL,60608,,(630)834-1508,,Automatic External Defibrillators (AEDS),N
,,LEON HOME MEDICAL LLC,LEON@HOME,8600 NW 41ST ST,STE 1A,DORAL,FL,33166,,(305)631-3460,,Automatic External Defibrillators (AEDS),N
,,WESTWOOD PHARMACY INC,YAMATO PHARMACY,9101 LAKERIDGE BLVD,STE 10,BOCA RATON,FL,33496,,(561)487-9260,,Automatic External Defibrillators (AEDS),N
,,"KERN MEDICAL SUPPLY, LLC","KERN MEDICAL SUPPLY, LLC",5209 MINTER FIELD AVE,STE 101,SHAFTER,CA,93263,,(661)393-4877,,Automatic External Defibrillators (AEDS),N
,,SAIL HEALTHCARE LLC,SAIL HEALTHCARE LLC,121 INTERPARK BLVD,STE 308,SAN ANTONIO,TX,78216,,(210)201-7245,,Automatic External Defibrillators (AEDS),N
,,PARTNERS MEDICAL SUPPLIES INC.,PARTNERS MEDICAL SUPPLIES INC,395 BROAD AVE,,RIDGEFIELD,NJ,7657,,(201)820-1598,,Automatic External Defibrillators (AEDS),N
,,CIRCLE OF PROFESSIONALS INC,SUPREMEMED,7044 SOPHIA AVE,,VAN NUYS,CA,91406,,(800)594-2295,,Automatic External Defibrillators (AEDS),N
,,DME MEDICAL EQUIPMENT INC,"DME MEDICAL EQUIPMENT, INC.",2000 E MAIN ST,STE C,UVALDE,TX,78801,,(830)591-2620,,Automatic External Defibrillators (AEDS),N
,,GUTHRIE MEDICAL GROUP PC,GUTHRIE MEDICAL GROUP PC,1 GUTHRIE SQ,,SAYRE,PA,18840,,(570)888-5858,,Automatic External Defibrillators (AEDS),N
,,COMMUNITY MEMORIAL HEALTHCARE INC,COMMUNITY MEMORIAL MEMORIAL HEALTHC,805 BROADWAY ST,,MARYSVILLE,KS,66508,,(785)562-2858,,Automatic External Defibrillators (AEDS),N
,,ZOLL SERVICES LLC,ZOLL SERVICES LLC,121 GAMMA DR,,PITTSBURGH,PA,15238,,(412)968-3333,,Automatic External Defibrillators (AEDS),N
,,"CARE MEDICAL OF GAINESVILLE, LLC",CARE MEDICAL,955 INTERSTATE RIDGE DR,STE D,GAINESVILLE,GA,30501,,(770)534-9944,,Automatic External Defibrillators (AEDS),N
,,HCC PHARMACY,HCC PHARMACY,402 S MAIN ST,,RAEFORD,NC,28376,,(910)875-4831,,Automatic External Defibrillators (AEDS),N
,,MED STAR MEDICAL SUPPLY LLC,MED STAR MEDICAL SUPPLY LLC,2915 ALPHA ST,,RIO GRANDE CITY,TX,78582,,(956)487-0472,,Automatic External Defibrillators (AEDS),N
,,HOWARDS MEDICAL LLC,HOWARDS MEDICAL LLC,1101 N 16TH AVE,SUITE 104,YAKIMA,WA,98902,,(509)654-9899,,Automatic External Defibrillators (AEDS),N
,,"MEDICAL HOTSPOTS, INC",BAILEYS MEDICAL EQUIPMENT AND SUPPL,780 US HIGHWAY 1,STE 100,VERO BEACH,FL,32962,,(772)226-7700,,Automatic External Defibrillators (AEDS),N
,,"MEDICAL HOTSPOTS, INC","MEDICAL HOTSPOTS, INC",4500 N FEDERAL HWY,STE 6,FORT LAUDERDALE,FL,33308,,(954)769-1737,,Automatic External Defibrillators (AEDS),N
,,"MEDICAL HOTSPOTS, INC",BAILEY'S MEDICAL EQUIPMENT AND SUPP,3163 ELIZA RD,STE 1,TALLAHASSEE,FL,32308,,(850)765-5795,,Automatic External Defibrillators (AEDS),N
,,KC 717 INC,KC 717 INC,1674 ABBOTT ROAD,,LACKAWANNA,NY,14218,,(716)824-2243,,Automatic External Defibrillators (AEDS),N
,,FREEDOM MEDICAL AND MOBILITY,MEDI MART,572 ROUTE 130,,EAST WINDSOR,NJ,8520,,(609)443-7400,,Automatic External Defibrillators (AEDS),N
,,NUDAK VENTURES LLC,NUCARA PHARMACY #9,1002 6TH STREET,,NEVADA,IA,50201,,(515)382-2485,,Automatic External Defibrillators (AEDS),N
,,NUDAK VENTURES LLC,NUCARA PHARMACY #16,107 W MAIN ST,,OTTUMWA,IA,52501,,(641)684-5453,,Automatic External Defibrillators (AEDS),N
,,NUDAK VENTURES LLC,NUCARA HOME MEDICAL #2,1113 ANSBOROUGH AVE,,WATERLOO,IA,50701,,(319)287-8087,,Automatic External Defibrillators (AEDS),N
,,A 1 DME LLC,A-1 DISCOUNT PHARMACY,1322 W THOMAS STREET,,HAMMOND,LA,70401,,(985)345-5044,,Automatic External Defibrillators (AEDS),N
,,"MISSISSIPPI HMA DME, LLC",MISSISSIPPI HMA DME LLC,4290 LAKELAND DR,STE D,FLOWOOD,MS,39232,,(601)932-8880,,Automatic External Defibrillators (AEDS),N
,,SHASKA PHARMACY LLC,SHASKA PHARMACY LLC,37672 PROFESSIONAL CENTER DR,STE 130B,LIVONIA,MI,48154,,(734)432-2015,,Automatic External Defibrillators (AEDS),N
,,PRITCHETT MEDICAL EQUIPMENT INC,ASSOCIATED MEDICAL EQUIPMENT,211 W MOORE AVE,,TERRELL,TX,75160,,(972)524-6800,,Automatic External Defibrillators (AEDS),N
,,EDLUCY INC,ONE STEP AHEAD & HME,1010 W MAIN ST,,FAIRFIELD,IL,62837,,(618)842-2531,,Automatic External Defibrillators (AEDS),N
,,"CENTRAL VIRGINIA PHARMACY CONSULTANTS, P.C.",TIMBERLAKE FAMILY PHARM,20276 TIMBERLAKE RD,STE A,LYNCHBURG,VA,24502,,(434)237-6337,,Automatic External Defibrillators (AEDS),N
,,SUPERIOR MEDICAL EQUIPMENT INC,SUPERIOR MEDICAL EQUIPMENT INC,689 CASTLE DR,,CHARLESTON,IL,61920,,(217)345-4144,,Automatic External Defibrillators (AEDS),N
,,AXIS MEDICAL EQUIPMENT & SUPPLY LLC,AXIS MEDICAL EQUIPMENT & SUPPLY LLC,5550 LYNDON B JOHNSON FWY,STE 501,DALLAS,TX,75240,,(972)889-2947,,Automatic External Defibrillators (AEDS),N
,,MEDWIZ SOLUTIONS LLC,MEDWIZ SOLUTIONS LLC,167 ROUTE 304,,BARDONIA,NY,10954,,(845)624-8080,,Automatic External Defibrillators (AEDS),N
,,THOMAS PHARMACY GARDINER CENTER LLC,THOMAS PHARMACY GARDINER CENTER LLC,170 BEACON ST,,LAUREL,MS,39440,,(601)428-5977,,Automatic External Defibrillators (AEDS),N
,,RAPID REHAB LLC,RAPID REHAB LLC,2660 8TH ST S,STE 101,WISCONSIN RAPIDS,WI,54494,,(715)423-2084,,Automatic External Defibrillators (AEDS),N
,,JENSEN PROFESSIONAL VENTURES PC,JENSENS COMMUNITY PHARMACY,968E MICHIGAN AVE,,SALINE,MI,48176,,(734)429-9053,,Automatic External Defibrillators (AEDS),N
,,4 COMMUNITY PHARMACY LLC,PHARMACY PLUS & SURGICAL SUPPLIES,900 MAIN ST,,PATERSON,NJ,7503,,(862)257-9990,,Automatic External Defibrillators (AEDS),N
,,UNICARE MEDICAL SUPPLY INC.,UNICARE MEDICAL SUPPLY INC,4203 FARRAGUT RD,,BROOKLYN,NY,11203,,(929)489-1331,,Automatic External Defibrillators (AEDS),N
,,"PRODIGY MEDICAL, LLC",PRODIGY MEDICAL LLC,4252 HOHE ST,STE B,HOMER,AK,99603,,(907)226-3400,,Automatic External Defibrillators (AEDS),N
,,MANAGED WOUND CARE,MANAGED WOUND CARE LLC,45 CAREY AVE,SUITE 206,BULTER,NJ,7405,,(973)750-1314,,Automatic External Defibrillators (AEDS),N
,,METROMED MEDICAL SUPPLY LLC,METROPLEX MEDICAL SUPPLY,560 W MAIN ST STE 100,,LEWISVILLE,TX,75057,,(972)434-2005,,Automatic External Defibrillators (AEDS),N
,,DASCO HOME MEDICAL EQUIPMENT LLC,DASCO HOME MEDICAL EQUIPMENT LLC,3103 FERN VALLEY RD,STE 107,LOUISVILLE,KY,40213,,(502)473-6287,,Automatic External Defibrillators (AEDS),N
,,FNL MEDICAL SUPPLY LLC.,FNL MEDICAL SUPPLY LLC,497 NEW BRUNSWICK AVE,,FORDS,NJ,8863,,(732)710-3090,,Automatic External Defibrillators (AEDS),N
,,HGA HOME MEDICAL EQUIPMENT LLC,HELEN KELLER HOSPITAL HOME MEDICAL,1111 S RALEIGH AVE,STE 900,SHEFFIELD,AL,35660,,(256)766-7015,,Automatic External Defibrillators (AEDS),N
,,PARSONS PHARMACY INC,PARSONS PHARMACY INC,144-14 NORTHERN BLVD,,FLUSHING,NY,11354,,(718)888-7817,,Automatic External Defibrillators (AEDS),N
,,VEDNORZA,RED APPLE PHARMACY,1135 MAIN AVE,,CLIFTON,NJ,7011,,(862)400-7075,,Automatic External Defibrillators (AEDS),N
,,RUSSELL MEDICAL INC,RUSSELL MEDICAL INC,4410 DILLON LN,STE 17,CORPUS CHRISTI,TX,78415,,(361)808-7382,,Automatic External Defibrillators (AEDS),N
,,MDK VENTURES L.L.C.,MDK VENTURES,1180 JACARANDA BLVD,,VENICE,FL,34292,,(941)497-2273,,Automatic External Defibrillators (AEDS),N
,,MDK VENTURES L.L.C.,MEDICAL DEPARTMENT STORE,8595 COLLEGE PKWY,STE 170,FORT MYERS,FL,33919,,(239)482-6111,,Automatic External Defibrillators (AEDS),N
,,MDK VENTURES L.L.C.,MEDICAL DEPARTMENT STORE,4265 TAMIAMI TRL E,,PORT CHARLOTTE,FL,33980,,(941)743-6644,,Automatic External Defibrillators (AEDS),N
,,MDK VENTURES L.L.C.,MEDICAL DEPARTMENT STORE,3672 WEBBER ST,,SARASOTA,FL,34232,,(941)923-7556,,Automatic External Defibrillators (AEDS),N
,,PATERSON DRUG INC,PATERSON DRUG INC,430 MADISON AVE,,PATERSON,NJ,7524,,(973)278-5808,,Automatic External Defibrillators (AEDS),N
,,HUB'S HOME OXYGEN & MEDICAL SUPPLIES,HUBS HOME OXYGEN AND MEDICAL SUPPLI,740 HIGH ST 1002,,WILLIAMSPORT,PA,17701,,(570)326-6521,,Automatic External Defibrillators (AEDS),N
,,HUB'S HOME OXYGEN & MEDICAL SUPPLIES,HUB'S HOME OXYGEN & MEDICAL SUPPLIE,86 MAIN ST,,WELLSBORO,PA,16901,,(570)724-1515,,Automatic External Defibrillators (AEDS),N
,,HUB'S HOME OXYGEN & MEDICAL SUPPLIES,HUBS HOME OXYGEN AND MEDICAL SUPPLI,948 BELLEFONTE AVE,,LOCK HAVEN,PA,17745,,(570)893-7550,,Automatic External Defibrillators (AEDS),N
,,HUB'S HOME OXYGEN & MEDICAL SUPPLIES,HUB'S HOME OXYGEN & MEDICAL SUPPLIE,131 JPM RD,STE D,LEWISBURG,PA,17837,,(570)522-8060,,Automatic External Defibrillators (AEDS),N
,,SANTA MONICA HEALTH SYSTEMS INC,SANTA MONICA PHARMACY AND MEDICAL S,4300 BELAIR RD,STE E,BALTIMORE,MD,21206,,(410)617-0116,,Automatic External Defibrillators (AEDS),N
,,YALOBUSHA GENERAL HOSPITAL,YALOBUSHA DURABLE MEDICAL EQUIPMENT,420 N MAIN ST,,WATER VALLEY,MS,38965,,(662)473-5282,,Automatic External Defibrillators (AEDS),N
,,PERFORMANCE PLUS MEDICAL SUPPLIES LLC,PERFORMANCE PLUS MEDICAL SUPPLIES L,1802 N WOODBINE RD,,SAINT JOSEPH,MO,64506,,(816)232-5113,,Automatic External Defibrillators (AEDS),N
,,QUALICARE MEDICAL SUPPLIES LLC,QUALICARE MEDICAL SUPPLIES LLC,9320 ANNAPOLIS RD,STE 210,LANHAM,MD,20706,,(301)577-4077,,Automatic External Defibrillators (AEDS),N
,,CARE MEDICAL OF AUGUSTA LLC,CARE MEDICAL OF AUGUSTA LLC,1238 FENWICK ST,,AUGUSTA,GA,30901,,(706)854-7911,,Automatic External Defibrillators (AEDS),N
,,METROPOLITAN MEDICAL SUPPLIES LLC,METROPOLITAN MEDICAL SUPPLIES LLC,610 PROFESSIONAL DR,STE 240,GAITHERSBURG,MD,20879,,(301)519-0999,,Automatic External Defibrillators (AEDS),N
,,PADEK HEALTHCARE INC.,PADEK HEALTHCARE PHARMACY II,5814 BALTIMORE AVE,,HYATTSVILLE,MD,20781,,(301)637-2954,,Automatic External Defibrillators (AEDS),N
,,SHILOH MEDICAL SUPPLY DME LLC,SHILOH MEDICAL SUPPLY DME LLC,1008 E BUSTAMANTE ST,,LAREDO,TX,78041,,(956)726-9227,,Automatic External Defibrillators (AEDS),N
,,CHERISH DRUGS INC,CHERISH DRUGS INC,700 E JERSEY ST,,ELIZABETH,NJ,7201,,(908)354-2060,,Automatic External Defibrillators (AEDS),N
,,GRACE MEDICAL INC,"GRACE MEDICAL, INC.",3103 N 12TH AVE,,PENSACOLA,FL,32503,,(850)476-0038,,Automatic External Defibrillators (AEDS),N
,,SEVENTH STREET MEDICAL SUPPLY INC,SEVENTH STREET MEDICAL SUPPLY INC,307 E PENNSYLVANIA BLVD,,FEASTERVILLE TREVOSE,PA,19053,,(215)396-2450,,Automatic External Defibrillators (AEDS),N
,,"RESOURCE MEDICAL GROUP OF CHARLESTON, LLC",RESOURCE MEDICAL GROUP OF CHARLESTO,4042 ASHLEY PHOSPHATE RD,,NORTH CHARLESTON,SC,29418,,(843)767-3344,,Automatic External Defibrillators (AEDS),N
,,"RESOURCE MEDICAL GROUP OF CHARLESTON, LLC",RESOURCE MEDICAL GROUP OF CHARLESTO,1406 COMMERCE PLACE,SUITE J,MYRTLE BEACH,SC,29577,,(843)839-5101,,Automatic External Defibrillators (AEDS),N
,,"RESOURCE MEDICAL GROUP OF CHARLESTON, LLC",RESOURCE MEDICAL,1180 RIBAUT RD,STE 2&4,BEAUFORT,SC,29902,,(843)379-0612,,Automatic External Defibrillators (AEDS),N
,,BREATHE RITE MEDICAL AND SURGICAL EQUIPMENT LLC,BREATHE RITE MEDICAL AND SURGICAL E,1285 S BROAD ST,,TRENTON,NJ,8610,,(609)394-2770,,Automatic External Defibrillators (AEDS),N
,,COASTAL MED-TECH CORP,COASTAL MED-TECH CORP,210 COLLEGE AVE,,WATERVILLE,ME,4901,,(800)773-6511,,Automatic External Defibrillators (AEDS),N
,,COASTAL MED-TECH CORP,COASTAL MED-TECH CORP,1113 STILLWATER AVE,,BANGOR,ME,4401,,(207)907-4506,,Automatic External Defibrillators (AEDS),N
,,COASTAL MED-TECH CORP,COASTAL MED-TECH CORP,475 PLEASANT ST,STE 23,LEWISTON,ME,4240,,(888)782-0660,,Automatic External Defibrillators (AEDS),N
,,"JOHNSON MEDICAL CONSULTING, INC.",COMBINED HOME MEDICAL EQUIPMENT,2504 SW LEE BLVD,,LAWTON,OK,73505,,(580)250-1999,,Automatic External Defibrillators (AEDS),N
,,"MEDICAL PRODUCTS GROUP, LLC",FAMILY HOME MEDICAL EQUIPMENT,214 E GENEVA RD,,WHEATON,IL,60187,,(630)462-6770,,Automatic External Defibrillators (AEDS),N
,,"MEDICAL PRODUCTS GROUP, LLC",FAMILY HOME MEDICAL EQUIPMENT,641 PALMYRA RD,,DIXON,IL,61021,,(815)284-9771,,Automatic External Defibrillators (AEDS),N
,,"BIRMINGHAM MEDICAL ALLIANCE, INC.",280 MEDICAL SUPPLY,11600 OLD HIGHWAY 280,,CHELSEA,AL,35043,,(205)678-8755,,Automatic External Defibrillators (AEDS),N
,,AMERICAN GENERAL MERCHANTS INC,AMERICAN GENERAL MEDICAL SUPPLY,3213 INTERSTATE 30,STE 108,MESQUITE,TX,75150,,(972)270-0500,,Automatic External Defibrillators (AEDS),N
,,MEDCENTER PRIMARY CARE,MEDCENTER PRIMARY CARE,4960 RICE MINE RD NE,STE 10,TUSCALOOSA,AL,35406,,(205)333-9467,,Automatic External Defibrillators (AEDS),N
,,ZARA PHARMACY LLC,PHARMACY PLUS & SURGICAL SUPPLIES,57 LINDEN ST,,HACKENSACK,NJ,7601,,(201)968-5260,,Automatic External Defibrillators (AEDS),N
,,PREMIER HOME MEDICAL EQUIPMENT SERVICES INC,PREMIER HOME MEDICAL EQUIPMENT SERV,3070 MCCANN FARM DR,STE 104,GARNET VALLEY,PA,19060,,(610)558-6222,,Automatic External Defibrillators (AEDS),N
,,AVA KIRELLOUS LTD,WELLNESS PHARMACY,144 WEST 72ND STREET,,NEW YORK,NY,10023,,(212)439-4718,,Automatic External Defibrillators (AEDS),N
,,ROYAL MEDICAL SUPPLIES LLC,ROYAL MEDICAL SUPPLIES LLC,10630 LITTLE PATUXENT PKWY,STE 314J,COLUMBIA,MD,21044,,(443)703-6078,,Automatic External Defibrillators (AEDS),N
,,SHORELINE MEDICAL EQUIPMENT LLC,SHORELINE MEDICAL EQUIPMENT LLC,320 S CALIFORNIA AVE,STE 1,CHICAGO,IL,60612,,(773)886-1533,,Automatic External Defibrillators (AEDS),N
,,MMS EQUIPMENT OF DALLAS WEST LLC,MAJORS MEDICAL SERVICE,523 S HENDERSON ST,,FT WORTH,TX,76104,,(682)250-7115,,Automatic External Defibrillators (AEDS),N
,,TACHIINII NURSING SERVICES INC,TACHIINII NURSING SERVICES INC,ONE MISSION LANE WEST OF HWY 191,,ROCK POINT,AZ,86545,,(928)659-4141,,Automatic External Defibrillators (AEDS),N
,,RALEYS,RALEY'S PHARMACY #332,3001 TRAVIS BLVD,,FAIRFIELD,CA,94534,,(707)429-8310,,Automatic External Defibrillators (AEDS),N
,,RALEYS,RALEYS PHARMACY #236,2325 MYERS ST,,OROVILLE,CA,95966,,(530)533-6876,,Automatic External Defibrillators (AEDS),N
